date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
"2023-10-16","356.21","363.0799","354.77","360.82","360.82","5128947","5128900","4.61","1.29","359.63","October 16, 23","0.0129",
"2023-10-13","355.64","358.93","352.05","355.68","355.68","6316320","6312600","0.04","0.01124733","354.96","October 13, 23","0.0001124733",
"2023-10-12","366.48","368.83","359.05","361.2","361.2","7366711","7376100","-5.28","-1.44","363.13","October 12, 23","-0.0144",
"2023-10-11","372.775","377.81","365.34","365.93","365.93","9151395","9151400","-6.845","-1.84","369.76","October 11, 23","-0.0184",
"2023-10-10","385.58","388.7","372.25","373.32","373.32","7288939","7288900","-12.26","-3.18","378.94","October 10, 23","-0.0318",
"2023-10-09","378.05","387.17","377.755","385.95","385.95","3299802","3299800","7.9","2.09","383.92","October 09, 23","0.0209",
"2023-10-06","368.43","382.52","367.77","381.51","381.51","4778118","4773400","13.08","3.55","378.06","October 06, 23","0.0355",
"2023-10-05","378.01","378.5999","367.24","372.59","372.59","5034773","5034800","-5.42","-1.43","370.97","October 05, 23","-0.0143",
"2023-10-04","376.5","380.22","373.58","376.9","376.9","4303658","4303700","0.4","0.10624","376.64","October 04, 23","0.0010624",
"2023-10-03","377.11","394.9","372.8492","376.75","376.75","8878134","8878100","-0.36","-0.09546286","381.87","October 03, 23","-0.0009546286",
"2023-10-02","377.48","384.808","376.8","380.33","380.33","3102101","3102100","2.85","0.75501","380.32","October 02, 23","0.0075501",
"2023-09-29","380","382.58","375.35","377.6","377.6","4205298","4198700","-2.4","-0.63158","377.91","September 29, 23","-0.0063158",
"2023-09-28","375.6","378.96","371.1","376.36","376.36","4369906","4369900","0.76","0.20234","375.64","September 28, 23","0.0020234",
"2023-09-27","382.4","384.223","376.25","377.59","377.59","3843521","3843500","-4.81","-1.26","379.09","September 27, 23","-0.0126",
"2023-09-26","382.88","384.56","377.355","379.25","379.25","4089392","4089400","-3.63","-0.94808","380.51","September 26, 23","-0.0094808",
"2023-09-25","382.9","386.62","380.81","384.8","384.8","3757278","3757300","1.9","0.49621","383.72","September 25, 23","0.0049621",
"2023-09-22","385","386.88","378.36","379.81","379.81","3699796","3692800","-5.19","-1.35","381.8","September 22, 23","-0.0135",
"2023-09-21","386.5","395.8999","383.42","384.15","384.15","5556388","5547900","-2.35","-0.60802","387.44","September 21, 23","-0.0060802",
"2023-09-20","397.05","397.985","386.12","386.3","386.3","3866619","3866600","-10.75","-2.71","391.04","September 20, 23","-0.0271",
"2023-09-19","392.84","398.23","390.245","396.2","396.2","4080054","4076800","3.36","0.85531","394.71","September 19, 23","0.0085531",
"2023-09-18","395.5","399.465","392.6","394.4","394.4","4704706","4704700","-1.1","-0.27813","395.09","September 18, 23","-0.0027813",
"2023-09-15","401","404.6997","395.03","396.94","396.94","9116745","9110700","-4.06","-1.01","398.76","September 15, 23","-0.0101",
"2023-09-14","410.4","411.39","400","400.49","400.49","10709043","10709000","-9.91","-2.41","403.56","September 14, 23","-0.0241",
"2023-09-13","435.5","438.4","410.69","412.24","412.24","11843027","11843000","-23.26","-5.34","419.47","September 13, 23","-0.0534",
"2023-09-12","442.85","445.4399","434.12","434.69","434.69","3124024","3124000","-8.16","-1.84","438.37","September 12, 23","-0.0184",
"2023-09-11","443.07","449.89","442.75","445.36","445.36","2913767","2913800","2.29","0.51685","445.67","September 11, 23","0.0051685",
"2023-09-08","443.56","446.81","438.85","442.8","442.8","2704353","2697500","-0.76","-0.17134","442.63","September 08, 23","-0.0017134",
"2023-09-07","441.15","444.6","436.7","443.14","443.14","2922676","2922700","1.99","0.45109","441.33","September 07, 23","0.0045109",
"2023-09-06","448.61","451.39","440.49","445.76","445.76","3862274","3862300","-2.85","-0.6353","445.48","September 06, 23","-0.006353",
"2023-09-05","438.39","453.45","438","448.68","448.68","6155865","6155900","10.29","2.35","449.15","September 05, 23","0.0235",
"2023-09-01","437.725","445.5","435.93","439.88","439.88","4793379","4792100","2.155","0.49232","440.76","September 01, 23","0.0049232",
"2023-08-31","431.23","437.15","431.23","433.68","433.68","3802954","3803000","2.45","0.56814","434.47","August 31, 23","0.0056814",
"2023-08-30","430.85","438.16","428.35","434.67","434.67","3625380","3625400","3.82","0.88662","434.55","August 30, 23","0.0088662",
"2023-08-29","416","432.17","414.5","429.99","429.99","4481303","4486700","13.99","3.36","426.32","August 29, 23","0.0336",
"2023-08-28","418.04","419.83","413.27","418.06","418.06","2928613","2928600","0.02","0.00478423","416.78","August 28, 23","0.0000478423",
"2023-08-25","412","419.25","407.5641","416.03","416.03","5390933","5386800","4.03","0.97816","414.61","August 25, 23","0.0097816",
"2023-08-24","425.41","427.59","406.165","406.93","406.93","5687799","5687800","-18.48","-4.34","412.39","August 24, 23","-0.0434",
"2023-08-23","418.4","437.02","417.71","427.55","427.55","8174732","8174700","9.15","2.19","429.6","August 23, 23","0.0219",
"2023-08-22","409","415.74","407.4","413.17","413.17","3603273","3603300","4.17","1.02","412.54","August 22, 23","0.0102",
"2023-08-21","402.23","409.61","399.5","408.29","408.29","3861579","3861600","6.06","1.51","405.66","August 21, 23","0.0151",
"2023-08-18","399.33","406.52","398.15","404.53","404.53","4312096","4309200","5.2","1.3","403.28","August 18, 23","0.013",
"2023-08-17","415","415.24","401.5818","403","403","6031469","6031500","-12","-2.89","406.5","August 17, 23","-0.0289",
"2023-08-16","423.73","424.51","415.25","415.45","415.45","3967021","3967000","-8.28","-1.95","418.32","August 16, 23","-0.0195",
"2023-08-15","424.41","429.12","421.04","423.7","423.7","3367998","3368000","-0.71","-0.16729","425.36","August 15, 23","-0.0016729",
"2023-08-14","421.99","428.845","418.78","427.78","427.78","3965963","3966000","5.79","1.37","425.62","August 14, 23","0.0137",
"2023-08-11","428.98","430.6317","421.3277","421.66","421.66","3924944","3925200","-7.32","-1.71","424.25","August 11, 23","-0.0171",
"2023-08-10","431.12","438.12","428.69","429.98","429.98","5467607","5467600","-1.14","-0.26443","433.2","August 10, 23","-0.0026443",
"2023-08-09","439.74","440.62","427.59","428.9","428.9","3846639","3846600","-10.84","-2.47","431.8","August 09, 23","-0.0247",
"2023-08-08","440.36","443.57","435.1","438.3","438.3","3767195","3767200","-2.06","-0.4678","438.04","August 08, 23","-0.004678",
"2023-08-07","436.455","441.11","428.9057","440.76","440.76","4779703","4781300","4.305","0.98636","436.8","August 07, 23","0.0098636",
"2023-08-04","433.06","436.5","426.27","431.6","431.6","5441811","5439700","-1.46","-0.33714","432.17","August 04, 23","-0.0033714",
"2023-08-03","427.8","441.93","427.19","431","431","6259309","6243900","3.2","0.74801","435.99","August 03, 23","0.0074801",
"2023-08-02","435.23","435.56","426.56","429.7","429.7","4921781","4912200","-5.53","-1.27","430.31","August 02, 23","-0.0127",
"2023-08-01","437.37","445.2499","431.4","438.62","438.62","5725544","5711500","1.25","0.2858","440.41","August 01, 23","0.002858",
